,B1_mean,B1_std,B1_skew,B1_kurtosis,B1_entropy,B1_rms,B1_max,B1_p2p,B1_crest,B1_clearence,B1_shape,B1_impulse,B1_freq_band_1,B1_freq_band_2,B1_freq_band_3,B1_freq_band_4,B1_freq_band_5,B2_mean,B2_std,B2_skew,B2_kurtosis,B2_entropy,B2_rms,B2_max,B2_p2p,B2_crest,B2_clearence,B2_shape,B2_impulse,B2_freq_band_1,B2_freq_band_2,B2_freq_band_3,B2_freq_band_4,B2_freq_band_5,B3_mean,B3_std,B3_skew,B3_kurtosis,B3_entropy,B3_rms,B3_max,B3_p2p,B3_crest,B3_clearence,B3_shape,B3_impulse,B3_freq_band_1,B3_freq_band_2,B3_freq_band_3,B3_freq_band_4,B3_freq_band_5,B4_mean,B4_std,B4_skew,B4_kurtosis,B4_entropy,B4_rms,B4_max,B4_p2p,B4_crest,B4_clearence,B4_shape,B4_impulse,B4_freq_band_1,B4_freq_band_2,B4_freq_band_3,B4_freq_band_4,B4_freq_band_5
2004-02-12 10:32:39,0.05833287758191319,0.07347801857138483,0.08392907619065866,0.6291183988711353,4.811405514718639,0.07418001939277949,0.454,0.8400000000000001,6.120246445287278,0.04903653100272353,1.2716674106915633,7.782917949872718,2.7918635569719822e-05,3.26134326662012e-05,2.652849280654407e-05,2.908240782955355e-05,3.6188659779049794e-05,0.07183163240392597,0.09005695039182442,0.12684335740679434,0.5071650278262565,5.012819597685367,0.09094475404601768,0.513,0.9770000000000001,5.640787150190368,0.0605167911441344,1.2660822398496276,7.141700429628019,5.261945191095825e-06,7.244208600800682e-06,5.455055630476364e-06,4.4449526198694225e-06,7.020287340196298e-06,0.08324190634308316,0.10843569769119736,0.2047707025373197,3.2144504694779648,4.666280834086331,0.10940292188224622,1.023,1.934,9.350755742164608,0.06915355658256057,1.314276987258556,12.289483085402743,4.7071974823542796e-06,4.613428422053827e-06,4.7582993897563005e-06,4.5783629755889455e-06,2.203645485390285e-06,0.04306655598417892,0.053168986414167146,-0.0220810155673183,0.06611845471681654,4.494251142027009,0.05410474384748614,0.264,0.457,4.879424265350555,0.03625869877780566,1.2563053304601894,6.130046714136696,5.261945191095825e-06,7.244208600800682e-06,5.455055630476364e-06,4.4449526198694225e-06,7.020287340196298e-06
2004-02-12 10:42:39,0.05899521461008839,0.07533943565983822,0.0520544335613171,0.6489301140306112,4.83530977183824,0.0753817891240941,0.388,0.757,5.147131747712585,0.04952284897973137,1.277761079814829,6.57680461990642,4.8642382591548957e-05,3.422889233459381e-05,3.0490913627758816e-05,2.6646922548493546e-05,3.670410199007583e-05,0.07400571316958836,0.09338429070377982,0.07002132244752554,0.2536017570252742,5.053748868534183,0.0934169536688873,0.481,0.938,5.14895831119569,0.06238647495898201,1.2622938104091634,6.499498206277139,1.1092455023635973e-05,8.128847311198684e-06,7.825531805414593e-06,5.132531117272046e-06,8.055972824398937e-06,0.08443542165144782,0.10978967438630238,-0.023790852283088665,1.3963329532000741,4.963402461844897,0.10981474018532666,0.752,1.433,6.847896727988448,0.07016197321636812,1.3005766778621122,8.906214776830044,3.711168099255368e-06,3.1466595380986927e-06,2.371816670192444e-06,3.16911763847304e-06,1.4720935242027988e-06,0.04454104204306851,0.05597556205439683,0.0016452275709661467,0.10776921723638155,4.545836555378197,0.0561020177735314,0.249,0.478,4.438343037948213,0.03746508545555313,1.2595578190398897,5.590349677028929,1.1092455023635973e-05,8.128847311198684e-06,7.825531805414593e-06,5.132531117272046e-06,8.055972824398937e-06
2004-02-12 10:52:39,0.0602364373260413,0.0761888128586783,0.03286947465449743,0.5142577508440107,4.848342528919889,0.07622761795279173,0.503,0.903,6.598658248923785,0.05076496879768217,1.2654735461892457,8.3504274543565,3.032962657006282e-05,2.9267914390335865e-05,2.625208289919369e-05,2.4713395733844357e-05,4.0590699042980046e-05,0.07422662239367156,0.09370711796791711,0.09657438560629497,0.3109973280312226,5.055173388387341,0.09372015995635745,0.503,0.994,5.367041629402163,0.06257919181208538,1.2626219129209344,6.776544368842047,6.014954174373269e-06,4.593909493613311e-06,3.2288643033986403e-06,4.463458766741881e-06,1.0201410831199485e-05,0.08392607060891645,0.10985482562219406,0.05655889357346105,2.640610297624058,4.787431454999994,0.10986372641040495,0.933,1.719,8.492338922809719,0.06988536489510516,1.309053618420363,11.116926995756149,2.760570686693541e-06,3.5479555821962658e-06,1.95931438380041e-06,4.790045489770073e-06,4.753043664123016e-06,0.04444308804140828,0.056039387348527696,0.07051560208674972,0.25750316840093923,4.544782591808188,0.05614637956518867,0.354,0.688,6.304947936829815,0.037330789726302396,1.2633320959352838,7.965243091798054,6.014954174373269e-06,4.593909493613311e-06,3.2288643033986403e-06,4.463458766741881e-06,1.0201410831199485e-05
2004-02-12 11:02:39,0.06145544216026173,0.0786944782055005,0.041523339629660413,1.1583516384296515,4.76155095632278,0.07872550887324226,0.608,1.184,7.723036772984913,0.051552919011755544,1.2810176951936028,9.893346766824573,4.4022640142827756e-05,2.5957913260918643e-05,3.9409089978058744e-05,3.09907989864132e-05,3.21183616356808e-05,0.07384408418379804,0.09291999527541782,0.10592006161872314,0.23565557498671863,5.012210967650721,0.09294860244994184,0.569,1.043,6.121662779238011,0.06231628243526236,1.2587142690888091,7.705424290776741,1.07102114573412e-05,5.743542877959546e-06,7.937010458286093e-06,7.197439812407996e-06,7.594337506265348e-06,0.08445744421114311,0.11061977492029118,0.03353684298234472,2.6845911415384562,4.680226357643278,0.11066160367029386,1.016,1.951,9.181142928554326,0.07030448118830299,1.3102646510784828,12.029727035783916,3.240879240293869e-06,3.702067247486235e-06,3.246542154172333e-06,3.84143684636213e-06,5.659468716879457e-06,0.04508140045900679,0.05668636393294674,-0.03640927543962514,0.8066350567314529,4.553737411517063,0.05680816349624759,0.525,1.038,9.241629506904907,0.03798944132454962,1.260124195740195,11.645600949717402,1.07102114573412e-05,5.743542877959546e-06,7.937010458286093e-06,7.197439812407996e-06,7.594337506265348e-06
2004-02-12 11:12:39,0.06136075980272474,0.07844003535080475,0.028133928158671856,0.6036470914822427,4.875061717023318,0.07847485144734644,0.391,0.782,4.982487928152954,0.051292804623353186,1.2789093827984466,6.372150560994807,3.001300397882696e-05,4.0379542021145476e-05,3.9138708006695715e-05,3.544231188801343e-05,3.171654428783478e-05,0.07560876995947069,0.09533966832958707,0.0980136347547105,0.22653314791643098,5.073326149190101,0.09535010980392772,0.486,0.938,5.097005142410233,0.06385204038657978,1.261098545248642,6.427825770218393,6.085118765953533e-06,9.103689693909726e-06,9.54296367005899e-06,7.93882807999956e-06,7.010078477717236e-06,0.08283680843791201,0.10750307385580084,-0.002802257026174465,1.579093664748259,4.905366835343841,0.10750673459509393,0.771,1.516,7.171643738448965,0.06908543592304354,1.2978135761431775,9.307456607021278,5.240984703322837e-06,2.323095730814813e-06,3.868076483900969e-06,3.602875880253716e-06,4.496452440276043e-06,0.04511836515454856,0.05677849032685077,0.019102715426925876,0.13931563223121168,4.560104857577589,0.05684149766868912,0.244,0.45599999999999996,4.292638477300472,0.037948582661113076,1.2598306138527873,5.407997367905548,6.085118765953533e-06,9.103689693909726e-06,9.54296367005899e-06,7.93882807999956e-06,7.010078477717236e-06
2004-02-12 11:22:39,0.06166482738414962,0.07829592813340848,0.026859297738417623,0.45689297971244613,4.876221536940216,0.0783107019714664,0.439,0.8049999999999999,5.605874918091729,0.05184035384339191,1.2699411527355617,7.119131255572783,5.922215973610607e-05,3.518628214721486e-05,4.576074627709317e-05,4.4079422133940605e-05,3.2232492292555305e-05,0.07327862688607842,0.09239458365915423,0.06072233947483705,0.1861515824842126,5.042918297538808,0.09240366114815836,0.574,0.96,6.211875080140588,0.0616912047774299,1.2609906199772603,7.833116208527773,1.3411158632590146e-05,6.599308830997045e-06,1.5987550918964292e-05,1.2019428901799821e-05,6.934952664296008e-06,0.08487924215049562,0.1105089349710343,0.07735455882949524,1.8640766470905912,4.841284547740086,0.11050952269898985,0.862,1.643,7.800232766799194,0.0707445558377593,1.3019617034639672,10.155604340477334,5.888279921862053e-06,4.029466577327195e-06,3.022853249321991e-06,4.997942441018227e-06,3.1814699975610114e-06,0.04417222520630891,0.0554969023686241,0.012718213778111893,0.14959101318329449,4.537804563745627,0.055567220129563694,0.247,0.489,4.4450667034284015,0.03727112310818971,1.2579674188935197,5.591749087721353,1.3411158632590146e-05,6.599308830997045e-06,1.5987550918964292e-05,1.2019428901799821e-05,6.934952664296008e-06
2004-02-12 11:32:39,0.06194389374481176,0.07861870018874435,0.05850890805422668,0.479035127642538,4.879128680834025,0.07863313071819818,0.408,0.796,5.188652623563619,0.05204277147229653,1.2694250549075994,6.5866056415637075,4.036857168170572e-05,3.87988015269593e-05,3.7875315596582416e-05,3.8458980859261986e-05,4.373385401219534e-05,0.07459290004394746,0.09390677991215246,0.09913974273229874,0.25041756583286956,5.01774464581156,0.09391974656515546,0.583,1.04,6.207427312376233,0.06288440921935357,1.2590976689446491,7.815757259156264,8.622528300625833e-06,7.366091706837661e-06,7.722368864623762e-06,8.22256021214616e-06,9.771367664770524e-06,0.08262630011231017,0.1073769799032839,0.14565641145302397,1.8225648974345652,4.837062906613463,0.10739042396477422,0.896,1.6139999999999999,8.343388236309622,0.06888920289749488,1.2997123654187988,10.844004860221357,2.803271493212445e-06,2.783238777433697e-06,2.935098474060561e-06,1.4866898997847902e-06,3.2161553513903426e-06,0.04465857707895894,0.05620603961225015,-0.019687531168728446,0.10811212504219858,4.550264020731456,0.05627979090230375,0.239,0.45599999999999996,4.246639800330473,0.03756110953443304,1.2602235580143504,5.351715518777819,8.622528300625833e-06,7.366091706837661e-06,7.722368864623762e-06,8.22256021214616e-06,9.771367664770524e-06
2004-02-12 11:42:39,0.061230528834415744,0.07774845345420059,0.08249403504642658,0.4724847543370241,4.868507385164806,0.07777286911807968,0.415,0.749,5.3360510510409584,0.051475395653826375,1.2701649095404515,6.77766480054867,3.0432981240899636e-05,3.199111525438452e-05,2.7329336901715434e-05,4.401635275592638e-05,3.625750146715305e-05,0.07417159040968797,0.09322804812764648,0.08684554883358683,0.10399816421405239,5.051822643960569,0.09324202904416266,0.41,0.82,4.397158708395436,0.06262373549139875,1.2571124406142409,5.527722915679148,7.010194886813925e-06,7.42735080815279e-06,5.173850297621269e-06,8.141112313209027e-06,7.280770340559568e-06,0.0820219248986767,0.10622320374143088,0.0015439417672146317,1.445479720470113,4.880507685304281,0.10623431702503239,0.776,1.5470000000000002,7.304607604500797,0.06843097225397254,1.295194146641471,9.460885012862208,3.1899207330066453e-06,5.285169173354761e-06,2.9494866690925812e-06,1.913800236166481e-06,3.916906512200881e-06,0.04384008008203526,0.05545770003216394,-0.01723977094245825,0.2101424941793204,4.536200291435593,0.05550518777919617,0.229,0.456,4.125740478727489,0.03677067724040882,1.2660831749242407,5.223530604220757,7.010194886813925e-06,7.42735080815279e-06,5.173850297621269e-06,8.141112313209027e-06,7.280770340559568e-06
2004-02-12 11:52:39,0.06227974998779238,0.07900737564891462,-0.008154246900790632,0.40510927520038464,4.886069016361932,0.07902857118923585,0.386,0.747,4.8843094869539465,0.052337020819679385,1.268928844523725,6.197841193576739,3.0404555372834742e-05,4.5441811810643876e-05,2.6229086219989433e-05,4.085716795435322e-05,3.874217503491734e-05,0.0758077542848772,0.09585877235120557,0.035212144746159295,0.45188612493736,5.011319840359345,0.09585974406268903,0.613,1.07,6.394759405982961,0.06383387188489263,1.2645110644282993,8.086244023222394,6.780522914731772e-06,1.0986641042088084e-05,5.201319442573329e-06,1.1559921469590841e-05,8.375483185429083e-06,0.08437228380292007,0.1105814186366414,0.034262995615388286,2.385632671238335,4.7865021020248895,0.11058659100922037,0.967,1.736,8.744278950775998,0.07016815404280832,1.3106980873900802,11.461109696387437,2.518728704660881e-06,4.96978092368745e-06,2.151610071076261e-06,3.151085597759131e-06,2.5079848342291946e-06,0.044272230089359835,0.05579802517011639,0.00843342735440181,0.16037162226601964,4.542952433799225,0.055854558241484505,0.33,0.557,5.90820177241866,0.03725595726440358,1.261616099499544,7.4538824751751225,6.780522914731772e-06,1.0986641042088084e-05,5.201319442573329e-06,1.1559921469590841e-05,8.375483185429083e-06
2004-02-12 12:02:39,0.059890277845597924,0.07568802269516474,0.046384593601192466,0.32591296191457975,4.843950504166094,0.07571536369604259,0.378,0.722,4.9923817511789474,0.0504897476094972,1.2642346374021347,6.311541932974751,3.197168203697033e-05,4.1007905504206944e-05,4.101753015856837e-05,3.8923009589234605e-05,3.2471168200357953e-05,0.0751147516968602,0.09472730616726381,0.08961558603836002,0.19660899362227546,5.067185593936225,0.0947406566942666,0.466,0.883,4.91869083728022,0.0633287381813874,1.2612789705624063,6.203841315759536,6.199730732140687e-06,6.63875487333861e-06,8.350292071139295e-06,8.018313375901094e-06,7.738710865232384e-06,0.08450603056789883,0.10975937067575867,0.00624852266936389,1.4619946340831906,4.9680658629951076,0.1097730362532451,0.781,1.445,7.114679767062672,0.07040163856953252,1.2989964800801377,9.241943974311784,2.828657924561274e-06,3.869580487175599e-06,2.148660592215843e-06,3.695231260062881e-06,3.6351133543452207e-06,0.04397397333854192,0.05539286268563996,0.029720276446396632,0.20631128598019677,4.534483725463099,0.05546092326560313,0.291,0.5449999999999999,5.246937534854891,0.03696193892259631,1.2612215602767292,6.6175507443842205,6.199730732140687e-06,6.63875487333861e-06,8.350292071139295e-06,8.018313375901094e-06,7.738710865232384e-06
